node,degree_centrality,betweenness_centrality,closeness_centrality,pagerank,degree
please,1.0,0.0,1.0,0.006492151186948928,259
today,0.9922779922779923,0.0,0.9923371647509579,0.009325072165879827,257
any,0.9922779922779923,0.0,0.9923371647509579,0.007123930127718296,257
never,0.9922779922779923,0.0001633120121096441,0.9923371647509579,0.008792286294550465,257
feel,0.9922779922779923,0.0,0.9923371647509579,0.01156982477720866,257
into,0.9922779922779923,0.0001899646286005481,0.9923371647509579,0.0070996544982447575,257
keep,0.9884169884169884,0.002698231681484659,0.9885496183206107,0.004560696372381426,256
give,0.9884169884169884,0.0006259320545034829,0.9885496183206107,0.005126425277760739,256
everyone,0.9884169884169884,0.0005252118624211651,0.9885496183206107,0.005954190721035293,256
year,0.9884169884169884,0.0,0.9885496183206107,0.005970863188288231,256
always,0.9884169884169884,0.0,0.9885496183206107,0.007435091603667557,256
life,0.9884169884169884,0.0008505696750762222,0.9885496183206107,0.011287802078481526,256
world,0.9845559845559846,0.0,0.9847908745247148,0.006696072422992686,255
live,0.9845559845559846,0.0027195615761727095,0.9847908745247148,0.0038483884229472305,255
believe,0.9845559845559846,0.007068393190472907,0.9847908745247148,0.002892572365401424,255
years,0.9845559845559846,0.0,0.9847908745247148,0.006098167108369455,255
without,0.9845559845559846,2.3023278837232327e-06,0.9847908745247148,0.0041909137495337225,255
man,0.9845559845559846,0.0,0.9847908745247148,0.005493692727479252,255
person,0.9845559845559846,9.027964308607778e-05,0.9847908745247148,0.008533286693007331,255
work,0.9845559845559846,0.0005355022906168212,0.9847908745247148,0.006877191671443677,255
every,0.9845559845559846,0.0,0.9847908745247148,0.007438391589248168,255
alone,0.9845559845559846,0.0001042948546368519,0.9847908745247148,0.011321906435413366,255
long,0.9845559845559846,0.0005711256205805044,0.9847908745247148,0.00436683453237255,255
big,0.9845559845559846,0.004214073748765173,0.9847908745247148,0.0031060559037714474,255
guys,0.9845559845559846,0.005960190283724391,0.9847908745247148,0.0030659711154566033,255
nothing,0.9845559845559846,1.7039245925414836e-05,0.9847908745247148,0.0048658259478676115,255
help,0.9806949806949807,0.0,0.9810606060606061,0.00575539777979397,254
hope,0.9806949806949807,0.0,0.9810606060606061,0.005126036772035872,254
enough,0.9806949806949807,0.0003571026948982781,0.9810606060606061,0.003605252050355374,254
money,0.9806949806949807,0.0,0.9810606060606061,0.006481470924051444,254
must,0.9806949806949807,0.003338302226168265,0.9810606060606061,0.0034419907376381587,254
ever,0.9806949806949807,0.0,0.9810606060606061,0.005494828720677656,254
sad,0.9806949806949807,0.0004556485533723429,0.9810606060606061,0.014131028988112573,254
death,0.9806949806949807,0.000891316532889537,0.9810606060606061,0.010541327492411157,254
days,0.9806949806949807,0.00019028974672857476,0.9810606060606061,0.00465308845304147,254
god,0.9806949806949807,0.0010157569652236547,0.9810606060606061,0.004866294638700931,254
since,0.9806949806949807,0.00021596202716605965,0.9810606060606061,0.004202750548320502,254
stop,0.9806949806949807,0.0,0.9810606060606061,0.00499885313908245,254
find,0.9806949806949807,4.82209784535366e-05,0.9810606060606061,0.004331651628990547,254
mental,0.9806949806949807,0.0,0.9810606060606061,0.012433651727387342,254
getting,0.9806949806949807,1.7209900930831163e-05,0.9810606060606061,0.005323540449703988,254
covid,0.9806949806949807,0.0036539975372164224,0.9810606060606061,0.006245802385689306,254
someone,0.9806949806949807,0.0,0.9810606060606061,0.007745913494171821,254
made,0.9806949806949807,0.0,0.9810606060606061,0.005369919332335017,254
health,0.9806949806949807,2.9425486236117468e-05,0.9810606060606061,0.01548294357297927,254
india,0.9806949806949807,1.3604664767455466e-06,0.9810606060606061,0.022512365753543154,254
part,0.9806949806949807,0.003363539873851929,0.9810606060606061,0.0031698548528330903,254
start,0.9768339768339769,0.002585442939097278,0.9773584905660377,0.0032347652645283685,253
trying,0.9768339768339769,0.0003675844470531906,0.9773584905660377,0.004111239518182197,253
makes,0.9768339768339769,0.0019033499750578248,0.9773584905660377,0.004446121309879223,253
another,0.9768339768339769,0.00020850822345838956,0.9773584905660377,0.003946416843807682,253
talk,0.9768339768339769,0.002592044007051817,0.9773584905660377,0.0034228434206380583,253
giving,0.9768339768339769,0.004000768076150169,0.9773584905660377,0.004170165667993259,253
something,0.9768339768339769,0.0,0.9773584905660377,0.00623769095011811,253
making,0.9768339768339769,0.0001621200175878819,0.9773584905660377,0.003910358868414366,253
end,0.9768339768339769,0.0007320363820368964,0.9773584905660377,0.0035183936558159205,253
around,0.9768339768339769,0.0009148321166381674,0.9773584905660377,0.004031228556341524,253
women,0.9768339768339769,0.004906542655969232,0.9773584905660377,0.00312168747106406,253
look,0.9768339768339769,0.0005377406403979559,0.9773584905660377,0.00398554539809998,253
remember,0.9768339768339769,0.004073398177596772,0.9773584905660377,0.0033261732205265935,253
thought,0.972972972972973,0.003226177082453934,0.9736842105263158,0.0032090159646982414,252
actually,0.972972972972973,0.0030371696701509154,0.9736842105263158,0.0038035487499650175,252
job,0.972972972972973,0.0007384156470535208,0.9736842105263158,0.006173343396503401,252
already,0.972972972972973,0.0028782946616973414,0.9736842105263158,0.003150623398718402,252
anything,0.972972972972973,0.00022753503604228226,0.9736842105263158,0.004048419066650623,252
hard,0.972972972972973,0.00015547108570364385,0.9736842105263158,0.004747889947115124,252
everything,0.972972972972973,0.00043026797832759387,0.9736842105263158,0.004683434402334022,252
put,0.972972972972973,5.6701219491917166e-05,0.9736842105263158,0.003980113923182131,252
try,0.972972972972973,0.0003823828574659139,0.9736842105263158,0.0033538291318074764,252
home,0.972972972972973,0.0012111862151204698,0.9736842105263158,0.003601931179102012,252
away,0.972972972972973,0.0012070523610108316,0.9736842105263158,0.0040332182669049225,252
done,0.972972972972973,0.0003331281277343423,0.9736842105263158,0.004503242819343737,252
real,0.972972972972973,0.0008406732487782205,0.9736842105263158,0.00398622754001726,252
lot,0.972972972972973,0.0001256236899618833,0.9736842105263158,0.004661313905506539,252
yet,0.972972972972973,0.0002147370087569423,0.9736842105263158,0.0033049069283187724,252
heart,0.972972972972973,5.986052497680405e-06,0.9736842105263158,0.006766095012312837,252
tell,0.9691119691119692,0.0008189049533433065,0.9700374531835206,0.0038933090742998373,251
better,0.9691119691119692,0.0015749526856224472,0.9700374531835206,0.005281361749161825,251
times,0.9691119691119692,0.000734488442129638,0.9700374531835206,0.0034566941608505887,251
show,0.9691119691119692,0.0022011432897559606,0.9700374531835206,0.0031528669877291743,251
disease,0.9691119691119692,0.000782488225660109,0.9700374531835206,0.009011543349748062,251
family,0.9691119691119692,7.812565952100835e-05,0.9700374531835206,0.004818126549321524,251
care,0.9691119691119692,0.0004071512377160217,0.9700374531835206,0.0045224155913327355,251
broken,0.9652509652509653,0.0004962829145378543,0.9664179104477612,0.015159789120903967,250
cause,0.9652509652509653,0.00033859171293214676,0.9664179104477612,0.004116114872300388,250
difficult,0.9652509652509653,0.0004550426892619583,0.9664179104477612,0.010842144191229164,250
working,0.9652509652509653,0.0023813679207721765,0.9664179104477612,0.0031013795013542077,250
others,0.9652509652509653,0.0043474711076513135,0.9664179104477612,0.0031720448161761767,250
media,0.9652509652509653,0.00408771658630231,0.9664179104477612,0.0031856243000425192,250
change,0.9652509652509653,0.005159039657518946,0.9664179104477612,0.0029196128999027238,250
gonna,0.9652509652509653,0.002792578174767664,0.9664179104477612,0.004030674956661199,250
friends,0.9652509652509653,0.0008367557028882024,0.9664179104477612,0.004432497706933971,250
mind,0.9652509652509653,0.0009790340617408285,0.9664179104477612,0.002881875158593365,250
left,0.9652509652509653,0.001960546807830886,0.9664179104477612,0.003209369026556116,250
support,0.9652509652509653,0.0020078711615179328,0.9664179104477612,0.0030324111213599625,250
else,0.9613899613899615,0.00035391864948657053,0.9628252788104089,0.0032662909946865595,249
love,0.9613899613899615,0.00021266856815029567,0.9628252788104089,0.010416129406760014,249
anyone,0.9613899613899615,5.013814374768058e-05,0.9628252788104089,0.0045019381006583675,249
old,0.9613899613899615,0.0004897911213803544,0.9628252788104089,0.0034936088253880726,249
use,0.9613899613899615,0.0009805675459635945,0.9628252788104089,0.0029071279010402127,249
dont,0.9613899613899615,0.004751301732681162,0.9628252788104089,0.003185927222663358,249
twitter,0.9613899613899615,0.005407351716179768,0.9628252788104089,0.002770859526262795,249
died,0.9575289575289575,0.0009005142432932157,0.9592592592592593,0.005840225565108657,248
little,0.9575289575289575,0.00026975060197651564,0.9592592592592593,0.0034366587389804285,248
news,0.9575289575289575,0.0010851260680262047,0.9592592592592593,0.002942605143753444,248
human,0.9575289575289575,0.013173283410521517,0.9592592592592593,0.002853201043496334,248
night,0.9575289575289575,0.0034415055111937974,0.9592592592592593,0.0034414507079361,248
shit,0.9536679536679536,0.0003508781332701598,0.955719557195572,0.0055620349800057775,247
play,0.9536679536679536,0.004043880006872303,0.955719557195572,0.0027411295164975246,247
country,0.9536679536679536,0.0008360985227313159,0.955719557195572,0.004653928368162866,247
next,0.9536679536679536,0.00046611059282957904,0.955719557195572,0.003318350360371144,247
blame,0.9536679536679536,8.408978508646281e-05,0.955719557195572,0.010748537854376766,247
feeling,0.9498069498069498,0.00021394307108592818,0.9522058823529411,0.004477424990689957,246
state,0.9498069498069498,0.004533407855666994,0.9522058823529411,0.0033169996358396268,246
girl,0.9498069498069498,0.001036557681075954,0.9522058823529411,0.002927997471290502,246
anger,0.9498069498069498,0.0008702478050008983,0.9522058823529411,0.010759352269326708,246
system,0.9498069498069498,0.007164916710111777,0.9522058823529411,0.0033094577750641344,246
self,0.9459459459459459,0.005164372212292969,0.9487179487179487,0.0029036242846008616,245
leave,0.9459459459459459,0.0031686174944457446,0.9487179487179487,0.004034985420319672,245
depression,0.9459459459459459,0.001151077063284052,0.9487179487179487,0.005280797853125284,245
killed,0.9459459459459459,0.00126854114040788,0.9487179487179487,0.005041580364537739,245
week,0.9459459459459459,0.0020690510093737727,0.9487179487179487,0.0031848425870282335,245
stay,0.9420849420849421,0.0030797771661559025,0.9452554744525548,0.003117234591152317,244
government,0.9420849420849421,0.0032375271848765993,0.9452554744525548,0.0036180469825006067,244
damage,0.9382239382239382,0.00020281315962379084,0.9418181818181818,0.006803217018974629,243
body,0.9343629343629344,0.008205139128248887,0.9384057971014492,0.0026989536350979816,242
anxiety,0.9305019305019305,0.0013923830996437276,0.9350180505415162,0.006452357250606097,241
killing,0.9305019305019305,0.0017623992969333065,0.9350180505415162,0.0037240410415314267,241
funny,0.9305019305019305,0.00479828101999609,0.9350180505415162,0.0038989087902593133,241
ashamed,0.9266409266409267,0.004891777550253425,0.9316546762589928,0.0040778720459577564,240
alcohol,0.9227799227799228,0.0026909570801772454,0.9283154121863799,0.004925031415209498,239
wanna,0.9227799227799228,0.0026091930453552696,0.9283154121863799,0.0033228827758516313,239
danger,0.918918918918919,0.004937578310005613,0.925,0.003751534733341051,238
upset,0.918918918918919,0.004099916015306404,0.925,0.004219894955652896,238
sadness,0.9111969111969113,0.004845942525298235,0.9184397163120568,0.005243209232320553,236
team,0.9073359073359074,0.005701238570988034,0.9151943462897526,0.002683291152395179,235
indian,0.8648648648648649,0.015293636389937193,0.8809523809523809,0.0025808455479459577,224
govt,0.8455598455598455,0.020784433616872336,0.8662207357859532,0.0025612988232567484,219
education,0.833976833976834,0.025216161736450454,0.8576158940397351,0.0033761271089651056,216
wrong,0.7683397683397684,0.0016530519559638185,0.8119122257053292,0.0021582809836946507,199
horrible,0.7644787644787645,0.00046060532545212103,0.809375,0.00438170933169763,198
hate,0.7644787644787645,0.0,0.809375,0.003965882129602596,198
bad,0.7644787644787645,0.0,0.809375,0.004499244797605537,198
happy,0.7644787644787645,0.0,0.809375,0.005910095024055598,198
best,0.7644787644787645,0.0,0.809375,0.0043869865029813595,198
kind,0.7606177606177607,0.0,0.8068535825545171,0.004234209228657249,197
great,0.7606177606177607,0.0,0.8068535825545171,0.003964612119464405,197
fuck,0.7606177606177607,0.0005457297522960998,0.8068535825545171,0.002843612005348407,197
nice,0.7606177606177607,0.0003904399222379535,0.8068535825545171,0.007088529945156509,197
amazing,0.7606177606177607,0.0001547584604063009,0.8068535825545171,0.004193187768094026,197
lost,0.7567567567567568,0.0003134436645539985,0.8043478260869565,0.0022395238243908978,196
past,0.7567567567567568,0.0006882624730253381,0.8043478260869565,0.0020766741893949283,196
understand,0.7567567567567568,0.0012658260520134765,0.8043478260869565,0.002226985337954221,196
thank,0.7567567567567568,1.3334315659897055e-05,0.8043478260869565,0.0028532823266226373,196
super,0.7567567567567568,0.0,0.8043478260869565,0.00291832798206887,196
saying,0.7567567567567568,6.184325121202198e-05,0.8043478260869565,0.0019335384308792006,196
whole,0.7567567567567568,0.0004454458798662554,0.8043478260869565,0.002408263474357142,196
worst,0.7567567567567568,3.420601427245945e-05,0.8043478260869565,0.0021085916358073754,196
needs,0.7567567567567568,0.001827366565005807,0.8043478260869565,0.0017027715244913887,196
mean,0.752895752895753,0.0008968304727795796,0.8018575851393189,0.0018065136476635572,195
sorry,0.752895752895753,0.0002140607622335197,0.8018575851393189,0.002129884637414945,195
loved,0.752895752895753,0.013321111320524593,0.8018575851393189,0.0018490491235305375,195
able,0.752895752895753,0.0005355766700885877,0.8018575851393189,0.0020856054797319494,195
looking,0.752895752895753,0.0010246405686527883,0.8018575851393189,0.0018892368259554781,195
issues,0.752895752895753,0.000338338959601418,0.8018575851393189,0.0023449211201366834,195
fucking,0.752895752895753,0.0,0.8018575851393189,0.003849568188340263,195
thinking,0.752895752895753,0.001084091669395559,0.8018575851393189,0.0017624122920262871,195
due,0.752895752895753,0.0007895891616821852,0.8018575851393189,0.0023975585727493125,195
free,0.7490347490347491,0.0,0.7993827160493827,0.0022857517268821876,194
sure,0.7490347490347491,5.986052497680405e-06,0.7993827160493827,0.0021674777886864045,194
productive,0.7490347490347491,0.011578859271534882,0.7993827160493827,0.001816051509232663,194
full,0.7490347490347491,0.00018634482920197205,0.7993827160493827,0.0019301643991823496,194
place,0.7490347490347491,0.00023937750633079926,0.7993827160493827,0.001833504055414654,194
pretty,0.7451737451737452,0.002095488343469789,0.796923076923077,0.0016778478948646523,193
high,0.7451737451737452,0.00013318966807338898,0.796923076923077,0.0020903711632893735,193
honest,0.7451737451737452,6.933844143146471e-05,0.796923076923077,0.0029660957795441915,193
important,0.7451737451737452,0.0006583438030986449,0.796923076923077,0.0018857581018082322,193
literally,0.7451737451737452,0.00053401905561374,0.796923076923077,0.0022373060626877817,193
true,0.7451737451737452,0.006346406652275635,0.796923076923077,0.001605718433297616,193
watch,0.7451737451737452,0.0014451456281064504,0.796923076923077,0.0016032260432250632,193
taking,0.7451737451737452,0.0011184419822293577,0.796923076923077,0.0016787222381509787,193
proud,0.7451737451737452,0.0038008062661436864,0.796923076923077,0.0019452395639115857,193
social,0.7451737451737452,0.0024893694004912543,0.796923076923077,0.0017471073171718863,193
used,0.7451737451737452,0.0005788756881605283,0.796923076923077,0.0017176408616323008,193
instead,0.7451737451737452,0.0014121744419616324,0.796923076923077,0.001701901139221904,193
wish,0.7451737451737452,0.0013452453305487276,0.796923076923077,0.0020046735713925533,193
awful,0.7451737451737452,0.0005806704971254512,0.796923076923077,0.009445900687557386,193
month,0.7413127413127414,0.0022095179018437913,0.7944785276073619,0.002552764901869232,192
call,0.7413127413127414,0.001562288941947047,0.7944785276073619,0.0016554000841668105,192
perfect,0.7413127413127414,0.0,0.7944785276073619,0.002435889166902333,192
safe,0.7413127413127414,0.002452379811601932,0.7944785276073619,0.001844240574693943,192
pain,0.7413127413127414,4.9171145516660456e-05,0.7944785276073619,0.0025097615779883847,192
loving,0.7374517374517374,0.002987497407413477,0.7920489296636085,0.0019492159743196636,191
top,0.7374517374517374,0.005694177090348778,0.7920489296636085,0.0016266302022576408,191
reason,0.7374517374517374,0.0004747774528330569,0.7920489296636085,0.0018272240438117027,191
lovely,0.7374517374517374,0.0016679947449929863,0.7920489296636085,0.004333734433610536,191
sick,0.7374517374517374,0.0015795413875924885,0.7920489296636085,0.0017924863669751174,191
game,0.7374517374517374,5.2544238590750215e-05,0.7920489296636085,0.002559744443187839,191
beautiful,0.7374517374517374,0.0013297742887191895,0.7920489296636085,0.0020087917472413437,191
black,0.7374517374517374,0.004256929777125615,0.7920489296636085,0.001696451314041534,191
ppl,0.7374517374517374,0.002039440743759681,0.7920489296636085,0.0018032925982137482,191
win,0.7335907335907336,0.00838522543065304,0.7896341463414634,0.0015730835396085307,190
mad,0.7335907335907336,0.0059243721251425185,0.7896341463414634,0.001687307258242841,190
might,0.7335907335907336,0.000815397376396317,0.7896341463414634,0.0017733260813555995,190
brilliant,0.7335907335907336,0.0025804301043956287,0.7896341463414634,0.002203705092462504,190
scary,0.7335907335907336,0.0007920280589813522,0.7896341463414634,0.0022207491613954805,190
fun,0.7335907335907336,0.004622058094358885,0.7896341463414634,0.0017711333361278402,190
disaster,0.7297297297297297,0.004075751430158307,0.7872340425531915,0.0018972603132035347,189
lol,0.7297297297297297,0.0004998284330335388,0.7872340425531915,0.0023145825663762765,189
friend,0.7297297297297297,0.0038587354586398018,0.7872340425531915,0.0018872279090967612,189
watching,0.7297297297297297,0.0024782983022031396,0.7872340425531915,0.0016118996283478624,189
strong,0.7297297297297297,0.000934206105564735,0.7872340425531915,0.0017521390070465816,189
went,0.7258687258687259,0.0035621773254586467,0.7848484848484848,0.0017190345309384084,188
point,0.7258687258687259,0.00036760883936963674,0.7848484848484848,0.0017171599300921053,188
school,0.7258687258687259,0.004128723356683818,0.7848484848484848,0.0016438968969135033,188
maybe,0.7258687258687259,0.0010241278513703769,0.7848484848484848,0.0016393451518724614,188
suicide,0.7258687258687259,0.002946292706635323,0.7848484848484848,0.0017252824209655214,188
morning,0.7258687258687259,0.001085236924107356,0.7848484848484848,0.002410281913684348,188
die,0.7258687258687259,0.00755840886253756,0.7848484848484848,0.0017011637253975204,188
tired,0.722007722007722,0.0023789837175044386,0.7824773413897281,0.001745602443003306,187
responsible,0.722007722007722,0.007504464928248394,0.7824773413897281,0.0016154654119920593,187
sometimes,0.7181467181467182,0.001938149977065666,0.7801204819277109,0.001909334332825584,186
deadly,0.7181467181467182,0.003395734862010224,0.7801204819277109,0.001681908966011344,186
pride,0.7181467181467182,0.003205931932416407,0.7801204819277109,0.0022165474116831417,186
case,0.7142857142857143,0.012383605431785013,0.7777777777777778,0.0016588735598362836,185
thanks,0.7142857142857143,0.004999151725363627,0.7777777777777778,0.0016868613925713502,185
pandemic,0.7142857142857143,0.004092972489982457,0.7777777777777778,0.0016645244547876805,185
powerful,0.7065637065637066,0.01724329980242319,0.7731343283582089,0.001331784512756436,183
okay,0.7065637065637066,0.0007944176548827712,0.7731343283582089,0.001797142012267009,183
hurt,0.7065637065637066,0.0034731922079823292,0.7731343283582089,0.0018548605967627881,183
name,0.7027027027027027,0.001720844984527447,0.7708333333333334,0.0014679319148127004,182
depressed,0.7027027027027027,0.0008450904630306626,0.7708333333333334,0.0022051894057614624,182
fans,0.6988416988416989,0.027901163655614757,0.7685459940652819,0.0034314905695947973,181
children,0.694980694980695,0.0008260555449749366,0.7662721893491125,0.0016864115225375773,180
police,0.6911196911196912,0.007629825223868324,0.7640117994100295,0.0015260575483645145,179
pay,0.6911196911196912,0.01833308088592332,0.7640117994100295,0.0013892410747151744,179
confident,0.6911196911196912,0.0071233490345547395,0.7640117994100295,0.0016127685103428683,179
rich,0.6872586872586873,0.011329953253945564,0.7617647058823529,0.0013724870911576872,178
willing,0.6833976833976834,0.013865962190645165,0.7595307917888563,0.0013502526318455365,177
awesome,0.6756756756756757,0.010749877658942383,0.7551020408163265,0.0014825660278704631,175
cheat,0.6756756756756757,0.003430219332449257,0.7551020408163265,0.001829817090364316,175
illness,0.6718146718146718,0.012430821229491833,0.752906976744186,0.0017174643808732133,174
dislike,0.667953667953668,0.0018204152187366036,0.7507246376811594,0.0019019374506750056,173
paid,0.6525096525096525,0.014547355543570428,0.7421203438395415,0.001232183069587083,169
unique,0.6525096525096525,0.022225504660988035,0.7421203438395415,0.0035354810747323167,169
birthday,0.6447876447876448,0.014356725147767395,0.7378917378917379,0.0019444933303397764,167
justice,0.6332046332046333,0.03665548869596803,0.731638418079096,0.0014297603244139,164
china,0.6061776061776062,0.04324952851601062,0.7174515235457064,0.0012760702759418686,157
focused,0.6023166023166023,0.051688354728262075,0.7154696132596685,0.0010309073028828865,156
rape,0.555984555984556,0.035409422919620244,0.6925133689839572,0.00160552115423809,144
cases,0.555984555984556,0.04856195660249936,0.6925133689839572,0.0014084687736093857,144
policy,0.528957528957529,0.04184995015315515,0.6797900262467191,0.0017882995650608552,137
pakistan,0.4942084942084942,0.033586202443964396,0.6641025641025641,0.0012718713582721539,128
understanding,0.49034749034749037,0.06295990408603522,0.6624040920716112,0.0030962970431334695,127
talented,0.48262548262548266,0.06629625755017082,0.6590330788804071,0.0031863264124901095,125
justiceformanishavalmiki,0.44015444015444016,0.024951177741047863,0.6410891089108911,0.0016271294864088721,114
ace,0.22393822393822393,0.046322363999048814,0.5630434782608695,0.0029193409497387437,58
handsome,0.22007722007722008,0.02553568277058293,0.561822125813449,0.0029414723562614315,57
gstr,0.13513513513513514,0.007296515095904128,0.5362318840579711,0.0007448707160544907,35
yuta,0.06563706563706564,0.0006701247565034943,0.5169660678642715,0.0029225884733250036,17
